Date,Malappuram-Angadipuram,Malappuram-Manjeri,Malappuram-Nilambur,Malappuram-Perinthalamanna,Malappuram-Ponnani,Malappuram-Tiruvangadi,Palakkad-Alathur,Palakkad-Alattur,Palakkad-Cherapalaseri,Palakkad-Mannarkad,Palakkad-Ottapalam,Malappuram-Palakkad,Palakkad-OBSY,Palakkad-Parli,Palakkad-Pattembi,Thrissur-Chalakudi,Thrissur-Enamakkal,Thrissur-Kodungallur,Thrissur-Mukundarpuram,Thrissur-Ollukara,Thrissur-Peechi,Thrissur-Thalipilly,Thrissur-Thrissur,Coimbatore-Anaimalai,Coimbatore-Attakatti,Coimbatore-Nirardam1,Coimbatore-Parambikulam,Coimbatore-Pollachi,Coimbatore-Sholiyarnagar,Coimbatore-Solayar,Coimbatore-Topslip,Coimbatore-Nirar,Coimbatore-Valparai,Palakkad-Chittur
1984-06-01,10.33,12.96,10.45,24.6,22.13,11.26,4.8,5.1,13.84,10.61,37.4,3.68,2.7,5.13,7.53,7.81,14.04,10.52,5.71,15.25,16.66,17.11,10.52,10.0,3.66,8.77,16.0,0.0,23.0,23.0,6.0,14.76,8.0,0.99
1984-06-02,12.32,16.68,13.81,74.0,15.83,14.03,18.0,9.14,15.45,12.5,48.6,8.46,23.3,8.27,17.42,20.69,24.47,18.36,9.0,22.34,27.03,9.86,15.91,29.0,7.07,6.77,37.83,5.0,65.0,65.0,4.16,17.63,36.0,5.41
1984-06-03,16.42,13.31,11.99,119.6,23.38,17.39,64.0,9.92,22.41,10.26,96.8,13.1,55.6,10.66,13.72,21.11,23.15,18.69,9.29,14.69,17.44,9.33,16.24,27.0,4.13,14.32,13.33,12.0,68.0,68.0,3.54,22.63,46.0,5.98
1984-06-04,7.75,7.68,8.26,6.0,17.49,22.48,16.5,9.09,17.77,9.71,4.0,7.79,0.6,10.06,10.68,14.35,14.88,20.46,8.86,8.76,9.66,6.5,16.51,14.0,3.76,8.48,13.33,2.0,25.0,25.0,4.5,15.34,15.0,1.99
1984-06-05,15.75,13.14,9.23,2.4,24.2,20.18,3.0,8.91,7.36,9.52,6.0,6.92,3.2,6.81,18.57,22.29,20.84,26.81,24.0,26.94,25.6,5.81,20.33,3.0,2.23,12.92,14.83,2.0,9.0,9.0,5.29,14.99,1.0,3.83
1984-06-06,15.05,19.44,12.28,14.0,27.1,32.11,0.5,12.48,8.91,12.51,3.0,15.78,2.8,12.43,21.43,30.74,35.9,26.43,22.0,23.31,17.86,17.46,27.34,4.0,3.55,26.18,9.0,0.0,13.0,13.0,5.84,25.01,7.0,5.16
1984-06-07,21.14,22.25,19.71,1.0,26.39,29.55,13.5,9.78,18.09,15.17,4.8,10.98,9.0,30.35,28.51,34.18,33.36,28.08,18.14,23.89,22.33,33.5,31.07,11.0,3.64,26.62,4.33,0.0,13.0,13.0,6.32,33.73,9.0,6.74
1984-06-08,27.62,24.58,18.52,30.0,25.39,17.51,12.5,11.36,14.36,16.82,22.0,11.18,32.2,13.8,24.16,30.38,33.73,41.04,19.0,32.77,21.04,11.9,37.18,27.0,5.59,28.43,6.33,0.0,51.0,51.0,5.15,30.88,31.0,5.81
1984-06-09,18.75,13.37,16.17,2.0,28.24,18.19,6.0,7.47,11.91,14.22,3.2,5.67,0.0,9.33,18.8,22.27,37.9,31.84,20.14,10.72,16.26,16.3,22.36,1.0,2.91,16.91,11.0,0.0,5.0,5.0,5.93,26.95,2.0,6.82
1984-06-10,19.08,19.72,16.38,2.4,19.82,9.49,0.0,6.74,18.45,16.82,2.6,4.67,2.0,14.91,16.9,17.22,24.96,19.06,8.43,10.69,15.67,2.71,16.26,5.0,2.62,23.55,7.83,0.0,9.0,9.0,4.71,27.24,2.0,6.08
1984-06-11,20.39,19.39,17.39,0.0,25.45,12.55,4.0,8.14,9.18,12.1,3.8,8.8,2.2,10.46,14.97,21.39,18.4,25.91,18.43,22.61,16.67,18.19,21.83,6.0,1.67,21.62,5.5,0.0,28.0,28.0,7.62,25.89,17.0,7.27
1984-06-12,24.33,22.94,16.56,24.2,24.29,18.99,19.5,15.55,11.36,22.32,52.0,16.53,22.2,13.57,18.42,25.53,32.34,32.31,32.86,21.0,31.33,13.3,29.15,15.0,5.05,27.56,22.83,2.0,22.0,22.0,8.76,27.46,29.0,10.91
1984-06-13,29.73,26.41,21.19,0.0,29.95,14.94,5.5,17.74,5.23,14.32,34.6,10.52,35.4,23.17,31.04,40.95,51.65,34.19,23.43,6.7,19.09,11.54,33.1,22.0,5.36,31.35,26.0,0.0,40.0,40.0,11.58,34.26,19.0,11.45
1984-06-14,30.74,24.44,20.78,24.2,30.76,6.69,5.0,16.61,12.21,21.24,10.0,10.22,0.6,14.26,32.66,32.57,44.95,37.27,18.0,8.45,9.24,9.0,31.86,9.0,5.23,31.35,27.67,0.0,51.0,51.0,9.86,42.69,18.0,14.11
1984-06-15,52.93,35.11,43.51,27.0,42.3,8.65,31.5,16.97,15.73,34.03,45.0,15.57,34.4,20.45,50.97,42.23,55.56,54.98,24.71,16.9,28.01,10.26,41.53,58.0,6.62,23.1,21.83,8.0,147.0,147.0,5.57,38.48,77.0,19.99
1984-06-16,17.92,17.14,18.94,6.4,24.78,21.94,31.5,15.31,25.36,13.73,59.2,5.08,43.8,8.31,15.95,21.05,14.68,23.35,15.14,21.6,23.73,20.64,20.79,75.0,4.28,28.31,15.33,3.0,163.0,163.0,10.03,34.06,95.0,12.27
1984-06-17,25.07,30.39,28.03,23.0,28.04,16.51,22.5,25.85,29.55,21.49,66.6,21.14,124.2,25.79,24.59,27.64,20.54,29.65,36.57,24.9,23.56,14.41,25.52,78.0,11.63,32.2,28.83,6.0,197.0,197.0,6.62,47.76,95.0,21.23
1984-06-18,20.26,29.73,31.83,90.0,25.54,35.33,44.0,19.12,30.82,21.82,63.0,23.17,44.2,27.54,23.61,27.16,25.37,27.74,41.86,18.18,38.71,30.56,29.52,34.0,7.92,25.9,20.83,7.0,61.0,61.0,7.89,42.94,53.0,10.92
1984-06-19,27.88,29.48,30.06,98.0,23.09,24.59,7.5,13.58,18.73,26.73,38.0,12.22,20.6,12.26,20.91,22.29,21.25,16.52,15.86,21.22,20.66,23.17,25.88,21.0,5.72,33.85,17.5,5.0,62.0,62.0,10.66,44.79,30.0,9.64
1984-06-20,22.52,23.71,31.69,116.6,25.15,14.39,0.0,15.26,25.64,18.73,1.2,10.33,4.6,9.74,29.54,23.61,19.6,18.94,14.29,25.92,21.63,22.04,23.87,17.0,5.95,29.29,16.83,0.0,32.0,32.0,6.4,34.08,11.0,11.99
1984-06-21,21.75,23.92,27.47,25.6,19.64,24.89,0.5,17.37,26.11,14.64,5.8,16.42,5.2,10.61,25.18,24.46,18.6,19.59,37.57,43.44,25.24,35.3,25.43,14.0,5.61,20.59,22.83,4.0,18.0,18.0,3.5,37.24,10.0,11.08
1984-06-22,20.9,20.06,21.36,4.0,22.65,18.81,8.5,11.27,20.55,16.09,11.0,13.64,1.2,17.43,17.32,21.75,23.68,20.51,24.43,20.88,35.57,18.97,24.1,14.0,4.17,21.69,28.0,0.0,14.0,14.0,8.06,33.06,6.0,10.02
1984-06-23,25.47,24.43,20.81,11.8,22.67,25.1,7.2,10.69,27.09,16.97,8.0,19.23,7.6,16.11,24.55,25.16,24.31,18.36,14.29,22.79,13.96,33.07,26.13,28.0,10.99,38.95,30.17,2.0,60.0,60.0,7.26,60.8,58.0,12.37
1984-06-24,20.88,16.31,19.38,0.2,21.11,24.59,5.0,17.41,27.45,13.44,1.2,18.43,0.8,17.74,21.3,18.74,17.76,20.95,27.71,27.01,27.2,23.01,21.1,9.0,9.05,19.81,37.5,0.0,10.0,10.0,5.63,28.25,7.0,12.07
1984-06-25,13.35,19.34,17.66,15.6,22.5,31.29,10.5,19.97,31.73,15.68,32.2,20.97,44.4,23.59,18.79,20.89,12.14,15.38,38.86,44.92,46.07,63.03,26.33,18.0,9.18,24.29,18.33,2.0,70.0,70.0,8.18,37.13,26.0,6.94
1984-06-26,15.32,20.01,20.49,6.0,19.28,38.79,5.7,14.48,24.73,15.79,2.4,18.36,8.3,19.37,19.69,25.23,20.76,21.73,29.0,53.33,29.07,44.01,25.06,17.0,4.38,22.02,10.67,0.0,52.0,52.0,4.88,29.52,22.0,7.9
1984-06-27,15.65,22.2,19.52,17.6,20.68,17.11,12.3,17.88,21.09,14.38,20.0,13.48,5.6,19.37,22.13,25.84,17.33,19.52,18.86,39.91,34.9,48.01,27.64,7.0,6.26,18.83,23.33,0.0,12.0,12.0,7.99,29.81,6.0,9.82
1984-06-28,14.58,22.86,20.98,0.0,19.55,16.51,3.7,10.2,15.91,22.02,2.0,12.63,7.2,18.91,17.19,18.84,16.41,23.11,25.57,15.81,6.19,27.7,23.37,12.0,4.01,19.31,32.5,0.0,13.0,13.0,7.3,28.75,14.0,9.62
1984-06-29,22.31,22.84,28.57,7.6,22.62,21.66,39.5,9.6,19.0,20.17,26.0,27.83,24.8,34.42,29.23,19.54,17.35,17.76,25.43,25.8,11.93,34.93,23.62,40.0,6.79,33.26,47.33,15.0,90.0,90.0,10.15,45.77,19.0,11.68
1984-06-30,19.41,22.17,26.56,19.8,30.32,30.49,36.5,13.07,34.91,17.09,63.8,16.25,47.4,30.64,28.1,25.51,23.51,24.63,33.29,18.92,5.23,23.14,28.54,46.0,5.68,33.83,49.83,25.0,125.0,125.0,11.41,47.73,67.0,13.85
1984-07-01,28.39,25.25,28.84,28.0,27.23,23.81,10.5,10.5,18.76,21.34,35.0,15.55,20.2,20.77,31.56,26.02,17.76,23.48,43.0,23.28,12.94,14.01,29.3,32.0,5.43,38.1,51.33,12.0,71.0,71.0,15.32,59.33,51.0,13.15
1984-07-02,25.97,21.44,24.7,29.0,24.03,13.55,12.0,12.0,15.82,21.16,11.0,18.66,15.7,27.66,30.46,28.85,19.89,21.1,22.0,25.44,12.25,14.8,28.0,71.0,6.61,44.66,49.0,0.0,74.0,74.0,9.81,59.13,20.0,17.05
1984-07-03,27.54,25.49,25.69,24.2,27.52,23.26,18.0,18.0,18.36,19.78,57.0,19.93,17.4,14.23,27.16,20.88,22.75,21.98,28.0,32.66,13.85,25.4,42.0,36.0,6.79,31.3,43.0,0.0,73.0,73.0,7.08,43.07,40.0,17.16
1984-07-04,20.92,24.46,23.76,17.0,26.19,26.55,21.0,22.0,21.91,19.31,23.4,6.42,16.0,17.45,18.78,20.98,20.54,18.38,60.0,20.77,24.52,40.23,55.0,22.0,6.03,25.85,35.67,2.0,56.0,56.0,6.7,36.97,36.0,12.86
1984-07-05,13.81,22.13,20.61,5.6,21.63,21.0,6.5,6.5,27.27,17.55,4.0,7.62,7.2,16.06,20.55,26.92,25.74,22.46,14.0,17.97,27.06,36.14,26.3,28.0,6.02,25.87,22.83,5.4,80.0,80.0,5.43,33.18,22.0,14.33
1984-07-06,22.77,16.68,18.49,15.4,18.41,30.8,17.0,4.3,41.45,23.29,7.2,13.4,0.0,23.76,19.0,18.92,12.32,17.96,11.0,25.08,31.55,47.04,8.0,36.0,7.48,20.46,18.83,22.0,86.0,86.0,4.91,39.43,21.0,10.95
1984-07-07,23.23,24.12,27.28,16.0,20.31,34.29,4.3,5.0,24.36,23.39,8.0,23.93,9.6,26.1,24.87,24.3,14.33,22.71,80.0,29.12,17.51,33.23,55.2,14.0,7.93,24.85,33.17,0.0,32.0,32.0,6.5,43.71,30.0,19.78
1984-07-08,16.18,17.04,28.95,25.8,24.41,31.64,5.0,0.0,29.55,18.09,18.8,27.07,0.1,27.55,22.38,24.68,21.38,30.06,4.0,37.83,34.68,11.96,5.0,7.0,11.53,23.35,14.67,0.0,8.0,8.0,4.22,26.04,5.0,13.02
1984-07-09,16.92,16.74,21.51,0.0,20.89,25.86,0.0,4.3,29.73,15.38,0.0,13.18,0.0,19.42,23.55,23.52,15.85,25.93,6.0,33.4,28.99,20.79,3.0,1.0,6.09,24.53,15.83,0.0,1.0,1.0,5.11,32.14,1.0,9.86
1984-07-10,24.7,21.85,18.97,1.6,23.71,22.57,4.3,0.0,27.73,18.44,4.0,13.21,0.0,21.64,26.36,30.06,29.96,31.57,5.0,25.94,27.55,7.39,3.0,4.0,8.23,22.36,25.33,0.0,8.0,8.0,9.65,41.55,4.0,11.02
1984-07-11,29.74,37.17,42.45,0.0,27.17,28.82,0.0,0.0,23.73,29.39,0.0,22.23,0.1,28.71,33.08,26.03,22.38,36.67,15.0,47.69,30.23,21.39,10.0,5.0,9.21,28.75,24.17,2.0,6.0,6.0,13.92,41.78,2.0,12.19
1984-07-12,22.92,28.38,24.29,3.0,23.23,25.66,0.0,23.0,12.55,22.5,3.0,22.49,0.6,28.29,25.28,23.74,20.99,31.27,76.0,38.02,22.93,30.41,52.0,2.0,5.53,40.28,29.5,0.0,1.0,1.0,6.29,58.75,1.0,15.12
1984-07-13,15.81,19.86,20.57,14.6,12.36,19.93,23.0,50.0,11.27,14.72,1.8,16.26,3.2,26.57,14.82,17.17,10.15,18.21,25.0,22.47,12.64,11.24,45.0,6.0,5.76,32.2,14.83,0.0,17.0,17.0,10.15,41.2,5.0,12.62
1984-07-14,16.11,15.87,23.4,117.6,15.76,27.75,50.0,36.5,13.09,13.88,59.0,13.25,31.8,24.09,19.16,19.69,17.51,23.94,75.0,19.47,23.0,16.33,12.0,49.0,6.66,41.13,11.0,8.0,166.0,166.0,10.08,55.1,47.0,11.51
1984-07-15,15.32,19.68,20.66,20.2,13.65,22.95,36.5,34.0,15.09,17.18,26.6,15.02,29.2,19.02,12.43,25.19,13.96,26.44,30.0,35.54,17.52,19.0,19.0,32.0,4.95,22.81,14.83,25.0,68.0,68.0,6.24,40.14,36.0,11.24
1984-07-16,32.53,31.44,38.86,31.2,24.89,25.56,34.0,30.0,16.36,14.16,33.4,5.58,42.8,19.44,14.07,39.71,36.35,14.15,23.0,35.64,17.86,17.41,60.0,43.0,9.45,30.72,19.5,8.0,87.0,87.0,8.7,38.15,67.0,16.11
1984-07-17,42.74,34.78,27.28,34.0,23.44,27.21,30.0,53.5,16.09,21.19,41.0,27.68,21.0,40.04,34.41,30.79,31.42,24.31,25.0,14.24,12.73,25.97,35.0,55.0,12.33,47.14,69.83,48.0,120.0,120.0,14.22,64.49,57.0,21.97
1984-07-18,24.47,21.5,20.53,46.0,22.11,17.6,53.5,6.8,14.27,18.3,130.6,10.66,78.2,14.87,16.18,25.34,28.45,20.99,18.0,15.22,8.84,18.53,21.0,54.0,9.83,35.65,23.33,32.0,148.0,148.0,15.28,56.0,82.0,10.39
1984-07-19,15.62,16.64,16.21,11.0,25.39,21.85,6.8,34.0,6.09,14.66,17.2,14.69,14.8,19.85,18.08,23.75,21.45,22.93,55.0,17.3,23.26,9.01,34.2,41.0,4.77,28.73,8.83,3.0,102.0,102.0,8.4,37.01,58.0,10.38
1984-07-20,22.94,20.19,16.73,59.0,20.26,21.56,34.0,12.0,10.73,12.2,67.6,19.05,30.0,25.79,18.25,17.9,13.65,18.59,20.0,21.64,22.23,16.3,55.0,30.0,7.27,22.5,14.0,4.0,67.0,67.0,7.13,42.46,59.0,6.49
1984-07-21,22.0,25.61,19.53,14.8,18.56,18.97,12.0,0.0,28.73,17.95,3.4,22.07,20.2,34.4,18.88,18.19,26.04,21.1,41.0,22.34,24.99,20.74,27.3,15.0,5.2,19.75,18.33,6.0,27.0,27.0,5.99,41.0,9.0,8.61
1984-07-22,14.4,15.26,15.51,0.0,19.68,16.81,0.0,17.0,12.91,12.58,0.0,13.64,0.0,23.22,13.61,19.72,13.51,21.82,0.0,19.92,16.94,17.7,1.0,2.0,5.92,20.29,10.0,0.0,1.0,1.0,6.51,41.78,1.0,8.01
1984-07-23,12.51,19.44,15.61,58.2,13.91,18.05,17.0,0.0,24.36,15.32,53.4,19.37,4.4,31.54,14.83,19.38,13.64,21.23,12.0,25.89,25.05,13.06,17.2,23.0,8.28,20.08,4.5,2.0,58.0,58.0,5.66,28.98,21.0,8.49
1984-07-24,14.14,18.73,16.36,0.0,21.89,23.95,0.0,0.0,26.91,15.98,0.0,13.52,0.0,30.55,15.8,23.44,12.23,22.34,0.0,51.78,49.46,14.61,0.0,1.0,9.0,24.75,12.67,0.0,1.0,1.0,3.96,34.19,0.0,11.05
1984-07-25,18.74,21.57,17.69,0.0,20.95,26.36,0.0,11.5,23.27,16.63,0.0,15.11,0.2,28.21,26.65,23.24,23.82,21.1,8.0,28.78,26.3,31.71,0.0,2.0,9.78,29.25,15.5,0.0,1.0,1.0,7.3,43.48,0.0,10.55
1984-07-26,23.45,27.24,26.47,2.8,24.66,24.32,11.5,14.0,33.64,19.0,0.0,29.69,1.2,30.05,22.86,22.28,16.06,22.45,0.0,38.79,28.23,16.11,1.0,8.0,8.67,39.21,22.83,0.0,28.0,28.0,11.75,44.89,10.0,19.62
1984-07-27,18.74,23.34,24.86,10.0,23.82,42.75,14.0,1.0,35.27,23.02,6.6,26.44,1.4,33.07,22.76,24.66,25.65,31.01,0.0,25.1,34.45,22.91,2.0,0.0,6.87,43.76,26.5,0.0,0.0,0.0,8.3,50.19,0.0,19.49
1984-07-28,21.4,26.33,20.97,4.4,19.75,33.76,1.0,8.3,14.27,19.0,5.8,30.39,4.2,34.93,23.34,22.43,22.01,21.44,5.0,23.24,34.24,13.59,0.0,7.0,12.96,34.61,45.5,0.0,20.0,20.0,12.16,51.99,8.0,14.2
1984-07-29,20.52,17.29,24.47,8.4,18.94,19.71,8.3,27.5,27.0,14.42,4.8,34.35,5.4,29.9,19.05,20.57,19.21,24.13,6.0,33.56,26.33,13.33,5.2,0.0,7.25,39.75,35.0,0.0,6.0,6.0,7.92,53.24,3.0,15.16
1984-07-30,22.07,25.84,18.05,7.8,17.61,27.8,27.5,13.0,20.0,15.62,7.2,28.69,2.7,22.14,26.07,19.12,24.12,18.35,18.0,18.38,25.34,7.39,31.0,23.0,10.06,29.71,39.83,0.0,30.0,30.0,7.41,42.63,8.0,13.87
1984-07-31,17.34,17.67,18.08,25.6,16.84,34.9,13.0,16.5,15.09,13.7,5.8,13.05,16.8,18.54,20.97,18.8,17.35,20.16,6.0,20.38,9.93,14.71,8.5,0.0,5.68,34.67,36.33,0.0,53.0,53.0,7.98,42.82,20.0,11.07
1984-08-01,16.34,17.73,17.18,30.0,15.92,20.23,21.7,21.7,13.7,11.35,15.56,9.88,30.8,19.86,18.85,15.8,19.87,26.0,17.29,18.98,13.47,22.6,21.06,23.0,6.58,39.85,27.0,22.0,56.0,56.0,7.9,45.39,33.0,8.59
1984-08-02,14.52,18.23,20.72,10.4,12.94,26.8,30.0,30.0,25.2,14.2,12.55,9.83,28.0,19.25,12.56,10.6,14.84,20.71,26.86,14.34,22.59,15.8,14.03,26.0,5.81,42.65,44.38,4.0,51.0,51.0,6.64,46.78,24.0,12.97
1984-08-03,13.79,17.34,18.77,4.8,15.69,15.09,3.0,3.0,21.4,13.37,14.85,12.08,1.4,19.49,16.04,4.2,13.06,19.13,16.86,19.73,17.29,20.0,18.0,10.0,5.08,27.17,20.75,0.0,33.0,33.0,7.64,38.73,11.0,10.23
1984-08-04,16.79,17.68,22.72,16.8,14.3,14.34,8.5,8.5,6.3,13.8,15.82,8.84,0.6,15.2,17.77,8.6,17.72,19.17,12.71,8.71,22.5,8.2,18.84,13.0,8.29,20.23,17.38,0.0,22.0,22.0,4.55,23.37,16.0,10.71
1984-08-05,18.26,17.4,12.78,3.0,13.53,11.39,0.0,6.5,9.4,10.66,11.44,6.63,0.8,7.88,14.13,17.2,19.07,13.48,11.43,8.23,11.4,8.22,13.52,14.0,4.42,28.34,22.0,0.0,23.7,23.7,4.26,24.75,7.0,7.45
1984-08-06,13.59,15.28,17.97,11.6,13.46,13.39,5.2,5.2,16.5,12.16,10.98,8.27,9.2,6.84,11.15,4.8,16.23,18.8,10.29,18.51,30.99,10.0,13.99,20.0,2.43,20.2,15.38,2.0,66.0,66.0,6.14,23.14,37.0,10.94
1984-08-07,14.71,16.41,17.39,5.8,13.93,12.06,8.0,8.0,16.2,12.44,13.75,9.32,0.8,4.53,17.1,17.0,14.72,14.05,11.86,22.01,28.7,19.04,19.06,6.0,4.63,20.68,16.88,0.0,12.0,12.0,5.18,23.4,6.0,9.49
1984-08-08,14.08,11.43,9.55,19.4,12.51,23.14,28.3,28.3,10.1,9.19,12.46,6.23,9.6,8.69,15.69,32.6,7.23,10.5,9.29,23.01,34.81,31.02,15.9,40.0,2.81,17.7,11.12,3.0,84.0,84.0,1.81,21.68,31.0,7.6
1984-08-09,9.66,9.64,10.26,27.6,13.53,8.1,5.0,5.0,15.9,8.83,9.91,10.55,3.6,11.41,13.01,19.4,12.63,17.64,4.57,11.24,15.56,13.6,14.42,23.0,3.3,19.65,16.0,2.0,48.0,48.0,4.7,30.26,15.0,7.39
1984-08-10,13.35,12.84,13.84,5.0,13.35,17.51,0.0,0.0,15.3,13.13,13.43,9.92,0.2,13.46,14.44,0.0,14.68,15.23,17.0,19.17,24.39,27.02,19.3,14.0,4.73,22.66,43.0,0.0,30.0,30.0,7.27,32.37,9.0,8.2
1984-08-11,19.4,19.47,14.77,0.0,15.05,16.77,0.0,0.0,20.3,12.61,17.47,17.48,0.0,17.05,18.7,0.0,14.53,19.36,25.57,28.49,39.29,17.84,16.15,2.0,5.44,24.35,26.38,0.0,5.0,5.0,5.09,40.52,3.0,6.29
1984-08-12,14.59,13.03,13.62,0.0,12.26,18.7,0.0,0.0,17.3,8.31,12.05,7.37,0.0,13.99,13.42,0.0,12.12,19.19,20.29,24.29,19.09,30.6,16.29,0.0,5.09,20.95,16.62,0.0,0.0,0.0,5.77,28.43,0.0,4.86
1984-08-13,12.88,12.03,11.05,0.0,14.3,16.26,0.0,0.0,20.5,12.37,14.21,9.75,0.0,13.75,13.3,0.0,14.95,21.28,19.43,14.59,13.74,14.8,18.11,0.0,3.99,14.57,16.48,0.0,0.0,0.0,4.78,28.63,0.0,6.18
1984-08-14,16.07,11.55,13.76,8.0,12.07,14.39,6.8,6.8,18.1,13.29,10.98,8.81,7.6,24.72,9.11,5.2,10.55,15.4,9.71,14.89,14.69,8.24,12.7,2.0,3.22,20.71,16.38,6.0,6.0,6.0,3.15,29.96,1.0,6.48
1984-08-15,8.62,7.36,9.07,32.0,11.32,16.3,30.0,30.0,18.5,8.28,10.96,10.57,11.4,27.28,10.58,25.4,11.39,20.74,9.86,16.48,13.39,18.8,9.7,26.0,2.42,17.65,15.0,3.0,54.0,54.0,5.0,22.95,19.0,8.68
1984-08-16,10.37,12.17,13.73,7.4,13.55,23.66,9.3,9.3,17.43,13.14,13.12,3.8,6.0,13.27,14.1,10.2,11.4,18.53,21.86,25.91,9.39,8.4,14.94,14.0,4.36,24.54,20.5,0.0,32.0,32.0,3.94,34.42,12.0,4.36
1984-08-17,12.48,15.53,11.65,5.2,13.32,17.29,7.5,7.5,19.7,9.08,11.94,5.12,3.2,17.67,13.9,1.2,12.03,17.9,16.0,22.34,32.34,33.4,21.21,16.0,2.31,27.3,9.88,0.0,29.0,29.0,4.22,36.62,17.0,6.64
1984-08-18,19.3,17.13,14.72,5.4,12.68,15.07,13.2,13.2,22.8,17.46,15.78,13.95,9.0,19.12,19.59,0.0,17.35,16.66,16.57,15.19,16.49,17.62,16.11,8.0,2.93,24.31,12.5,3.0,16.0,16.0,3.31,34.25,14.0,8.51
1984-08-19,9.62,13.61,9.45,19.8,10.11,15.19,8.3,8.3,31.7,9.37,11.89,4.18,8.8,10.62,11.06,15.2,8.34,22.33,16.0,16.43,12.89,18.0,13.53,12.0,4.56,12.1,12.0,0.0,16.0,16.0,3.49,13.1,9.0,5.66
1984-08-20,3.44,10.66,9.44,5.0,9.5,24.73,4.4,4.4,31.4,12.19,8.09,10.57,5.6,11.81,9.11,7.8,8.36,13.15,20.57,29.33,38.37,20.24,13.27,9.0,3.83,10.56,2.38,0.0,20.0,20.0,3.55,15.47,8.0,9.35
1984-08-21,4.24,7.78,9.46,2.6,5.76,12.13,8.5,8.5,15.0,10.56,6.76,7.77,5.0,6.03,7.35,11.0,5.16,8.78,15.43,17.94,9.59,16.72,12.54,7.0,5.07,15.03,2.75,0.0,14.0,14.0,6.06,21.18,5.0,7.24
1984-08-22,8.32,9.79,14.2,4.4,8.24,8.04,4.0,4.0,12.0,8.34,7.24,7.03,1.4,6.57,10.19,0.0,8.76,7.5,12.29,13.1,5.47,18.0,12.47,5.0,2.12,15.67,8.25,0.0,14.0,14.0,2.49,26.77,15.0,3.61
1984-08-23,5.8,6.58,11.33,0.0,5.74,12.69,0.0,0.0,13.4,7.1,8.5,13.11,0.0,13.03,6.29,1.8,4.05,12.6,10.14,11.08,15.06,11.4,11.27,0.0,0.96,17.7,1.12,0.0,0.0,0.0,3.11,21.97,0.0,6.36
1984-08-24,11.62,13.06,13.67,0.6,12.93,10.1,0.0,0.0,4.3,17.05,10.84,11.2,0.0,6.68,11.45,8.6,6.7,11.17,16.14,9.62,7.5,14.8,16.12,0.0,2.61,19.76,2.5,0.0,1.0,1.0,4.43,28.67,0.0,8.52
1984-08-25,6.74,10.16,7.45,0.0,6.89,6.01,0.0,0.0,5.5,8.63,9.31,2.42,5.6,4.14,10.23,0.0,5.15,8.12,14.14,6.66,5.09,5.24,10.08,18.0,1.78,19.68,3.38,0.0,3.0,3.0,5.07,35.18,9.0,6.68
1984-08-26,5.3,7.1,6.31,0.0,4.74,6.77,0.0,0.0,6.82,6.36,7.45,6.65,0.0,7.23,6.45,3.6,8.18,8.34,8.86,7.32,10.86,3.64,8.52,0.0,2.31,24.2,3.5,0.0,2.0,2.0,4.64,25.29,1.0,5.94
1984-08-27,4.76,8.29,8.78,0.0,7.66,17.76,0.0,0.0,6.2,6.67,9.63,5.06,0.0,10.35,7.9,0.0,6.79,8.56,14.14,15.94,15.51,0.6,7.5,5.0,2.49,18.52,4.75,0.0,7.0,7.0,1.81,26.4,5.0,5.56
1984-08-28,10.52,10.39,5.75,0.0,9.73,13.89,0.0,0.0,2.8,8.77,8.77,9.2,0.0,9.91,6.89,0.0,6.82,6.86,10.57,9.83,24.54,0.0,10.25,0.0,3.68,15.33,7.25,0.0,0.0,0.0,5.15,19.72,0.0,3.91
1984-08-29,6.23,7.34,6.84,3.6,7.79,8.07,0.0,0.0,6.8,7.95,6.09,4.82,0.0,10.14,6.62,54.0,9.92,6.96,11.14,12.22,11.37,2.22,9.03,0.0,6.88,21.51,14.12,0.0,1.0,1.0,3.48,21.69,2.0,4.91
1984-08-30,10.74,9.16,7.34,11.2,10.35,4.33,7.0,7.0,6.1,9.22,10.36,12.79,7.4,16.89,8.47,4.6,11.49,13.21,8.14,17.14,9.37,7.8,13.19,37.0,3.24,21.21,26.12,0.0,48.0,48.0,5.5,22.61,39.0,5.6
1984-08-31,11.1,12.07,10.13,20.0,8.89,7.27,9.0,9.0,6.5,9.83,9.16,12.9,9.0,13.58,11.38,23.8,11.01,10.51,5.0,8.68,10.49,10.0,11.9,23.0,3.81,17.44,24.25,2.0,52.0,52.0,7.85,24.6,32.0,4.97
1984-09-01,12.0,11.02,9.64,10.98,9.85,0.64,4.0,4.5,0.91,13.95,9.01,8.05,5.2,11.83,10.34,9.4,16.23,13.82,7.0,5.23,5.22,4.6,17.57,21.0,4.4,23.13,17.12,0.0,42.0,42.0,4.26,33.89,39.0,5.73
1984-09-02,9.74,5.35,5.47,7.39,5.55,2.31,3.5,3.8,2.09,8.92,6.99,8.92,4.2,6.45,5.66,3.8,4.71,4.93,0.0,5.36,7.35,6.02,6.66,11.0,5.53,17.97,9.25,0.0,22.0,22.0,3.34,24.97,22.0,5.29
