Date,Malappuram-Angadipuram,Malappuram-Manjeri,Malappuram-Nilambur,Malappuram-Perinthalamanna,Malappuram-Ponnani,Malappuram-Tiruvangadi,Palakkad-Alathur,Palakkad-Alattur,Palakkad-Cherapalaseri,Palakkad-Mannarkad,Palakkad-Ottapalam,Malappuram-Palakkad,Palakkad-OBSY,Palakkad-Parli,Palakkad-Pattembi,Thrissur-Chalakudi,Thrissur-Enamakkal,Thrissur-Kodungallur,Thrissur-Mukundarpuram,Thrissur-Ollukara,Thrissur-Peechi,Thrissur-Thalipilly,Thrissur-Thrissur,Coimbatore-Anaimalai,Coimbatore-Attakatti,Coimbatore-Nirardam1,Coimbatore-Parambikulam,Coimbatore-Pollachi,Coimbatore-Sholiyarnagar,Coimbatore-Solayar,Coimbatore-Topslip,Coimbatore-Nirar,Coimbatore-Valparai,Palakkad-Chittur
1993-06-23,0.0,8.0,2.0,0.0,0.0,25.1,0.0,0.0,27.09,2.0,0.0,0.0,0.0,0.0,0.8,1.8,2.2,0.0,14.29,22.79,13.96,33.07,0.0,0.0,10.99,3.0,30.17,1.0,3.6,35.0,0.0,0.0,0.0,0.0
1993-06-24,13.0,7.0,0.0,13.0,11.0,24.59,0.5,0.5,27.45,2.0,16.2,9.2,9.2,20.0,9.2,9.8,0.0,8.0,27.71,27.01,27.2,23.01,3.0,0.0,9.05,0.0,37.5,1.0,0.0,45.73,0.0,0.0,0.0,4.8
1993-06-25,4.0,13.0,0.0,5.0,9.0,31.29,0.0,0.0,31.73,4.0,1.0,2.4,2.4,12.0,7.4,7.2,3.6,12.0,38.86,44.92,46.07,63.03,14.2,8.0,9.18,5.0,18.33,1.0,5.4,62.55,0.0,7.0,4.0,0.0
1993-06-26,1.0,2.0,4.0,2.0,2.0,38.79,0.0,0.0,24.73,0.0,0.0,3.8,3.8,0.0,0.0,3.6,0.0,10.0,29.0,53.33,29.07,44.01,0.0,0.0,4.38,0.0,10.67,1.0,0.0,60.36,0.0,0.0,0.0,0.0
1993-06-27,13.0,14.0,6.1,13.0,10.0,17.11,0.5,0.5,21.09,7.0,6.8,0.0,0.0,0.0,43.5,18.6,21.8,15.0,18.86,39.91,34.9,48.01,27.0,0.0,6.26,7.0,23.33,1.0,5.6,51.0,0.0,3.0,4.0,8.0
1993-06-28,0.0,0.0,3.3,0.0,50.0,16.51,0.5,0.5,15.91,0.0,33.0,0.0,0.0,0.0,33.2,104.4,52.6,240.0,25.57,15.81,6.19,27.7,90.3,14.0,4.01,11.0,32.5,1.0,8.7,43.55,7.6,13.0,16.0,0.0
1993-06-29,0.0,2.0,12.4,1.0,10.0,21.66,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,50.0,25.43,25.8,11.93,34.93,0.0,8.0,6.79,8.0,47.33,1.0,0.0,34.0,0.0,8.0,0.0,0.0
1993-06-30,4.0,0.0,5.0,4.0,45.0,30.49,12.0,12.0,34.91,5.0,14.8,1.2,1.2,15.0,12.9,36.2,51.6,100.0,33.29,18.92,5.23,23.14,100.0,19.0,5.68,16.0,49.83,1.0,25.5,36.45,8.8,21.0,12.0,1.0
1993-07-01,48.0,56.0,30.1,53.3,67.0,23.81,28.5,28.5,18.76,13.0,43.2,31.0,31.0,28.0,61.7,86.4,29.8,130.0,28.31,23.28,12.94,14.01,36.0,36.0,5.43,30.0,51.33,2.8,49.8,29.5,26.2,48.0,43.0,15.0
1993-07-02,69.0,80.0,42.3,70.0,100.0,13.55,55.0,55.0,15.82,32.0,77.2,36.4,36.4,60.0,93.3,95.8,50.4,110.0,27.1,25.44,12.25,14.8,54.2,47.0,6.61,42.0,49.0,5.0,45.3,27.0,26.0,47.0,42.0,25.0
1993-07-03,67.0,75.0,39.3,90.0,69.0,23.26,35.0,35.0,18.36,42.0,47.2,30.8,30.8,50.0,46.5,53.6,64.8,80.0,35.18,32.66,13.85,25.4,43.0,50.0,6.79,53.0,43.0,3.6,51.2,23.9,17.6,60.0,39.0,26.0
1993-07-04,15.6,15.0,47.2,15.0,35.0,26.55,20.0,20.0,21.91,7.0,4.2,1.8,1.8,60.0,12.7,18.6,41.2,40.0,35.16,20.77,24.52,40.23,1.0,14.0,6.03,25.0,35.67,4.0,18.0,19.7,9.0,18.0,23.0,8.0
1993-07-05,6.6,6.0,6.4,3.0,3.0,21.0,0.0,0.0,27.27,3.0,5.6,5.6,5.6,0.0,0.0,10.4,13.8,15.0,22.19,17.97,27.06,36.14,18.0,18.0,6.02,5.0,22.83,0.0,7.0,30.5,9.0,3.0,4.0,6.0
1993-07-06,0.0,0.0,0.0,2.0,3.0,30.8,0.0,0.0,41.45,0.0,3.0,0.0,0.0,0.0,0.6,2.2,6.8,15.0,29.06,25.08,31.55,47.04,0.0,2.0,7.48,4.0,18.83,0.0,4.7,38.9,0.0,6.0,2.0,0.0
1993-07-07,0.0,6.0,0.0,0.0,11.0,34.29,0.0,0.0,24.36,0.0,12.2,1.2,1.2,0.0,16.4,4.8,10.6,30.0,42.89,29.12,17.51,33.23,12.2,0.0,7.93,3.0,33.17,0.0,5.8,30.8,0.0,2.0,4.0,0.0
1993-07-08,19.0,29.0,34.4,20.0,60.0,31.64,12.5,12.5,29.55,10.0,21.0,8.2,8.2,19.0,34.2,35.8,85.6,74.0,25.6,37.83,34.68,11.96,60.2,32.0,11.53,21.0,14.67,0.0,20.0,24.1,0.0,33.0,19.0,8.0
1993-07-09,8.0,7.0,2.3,6.0,3.0,25.86,2.0,2.0,29.73,0.0,20.0,0.0,0.0,0.0,7.6,0.0,0.0,9.0,19.87,33.4,28.99,20.79,3.0,8.0,6.09,7.0,15.83,0.0,4.8,41.1,5.0,7.0,6.2,0.0
1993-07-10,27.0,40.0,15.1,25.0,19.0,22.57,25.0,25.0,27.73,5.0,35.8,19.6,19.6,28.0,48.6,62.8,47.6,83.0,14.88,25.94,27.55,7.39,30.0,81.0,8.23,72.0,25.33,1.8,65.6,36.7,14.6,71.0,41.4,19.5
1993-07-11,30.0,35.0,38.0,30.0,38.0,28.82,22.0,22.0,23.73,8.0,44.4,25.0,25.0,80.0,50.2,15.4,21.8,44.0,23.87,47.69,30.23,21.39,33.0,24.0,9.21,18.0,24.17,5.8,26.4,35.2,25.0,42.0,25.2,21.0
1993-07-12,11.0,20.0,56.3,10.0,30.0,25.66,26.5,26.5,12.55,7.0,11.0,19.0,19.0,14.0,25.8,48.4,58.4,63.0,33.47,38.02,22.93,30.41,29.0,33.0,5.53,29.0,29.5,6.4,30.0,31.9,0.0,46.0,30.0,18.0
1993-07-13,19.2,11.0,19.2,17.0,36.0,19.93,14.5,14.5,11.27,8.0,16.6,23.8,23.8,68.0,20.4,29.2,26.0,53.0,19.57,22.47,12.64,11.24,27.0,24.0,5.76,19.0,14.83,9.8,21.0,37.5,0.0,30.0,15.2,13.0
1993-07-14,11.0,14.0,16.0,15.0,22.0,27.75,6.5,6.5,13.09,7.0,9.4,7.6,7.6,40.0,33.5,25.4,22.2,32.0,24.52,19.47,23.0,16.33,23.0,37.0,6.66,35.0,11.0,0.0,24.3,42.8,36.6,26.0,32.0,1.0
1993-07-15,5.0,16.0,31.1,4.0,12.0,22.95,1.5,1.5,15.09,2.0,7.4,0.0,0.0,18.0,1.5,16.2,1.8,48.0,40.08,35.54,17.52,19.0,5.0,54.0,4.95,53.0,14.83,2.6,36.4,46.8,0.0,63.0,42.2,2.0
1993-07-16,3.5,5.3,0.6,3.2,3.3,25.56,30.0,3.0,16.36,5.2,3.6,2.0,20.4,4.0,4.2,6.2,7.1,8.2,39.58,35.64,17.86,17.41,5.3,103.0,9.45,106.0,19.5,4.6,88.8,46.2,0.0,108.0,68.4,2.1
1993-07-17,26.0,35.0,34.0,25.9,49.0,27.21,32.0,32.0,16.09,33.0,28.0,22.6,22.6,78.0,30.6,15.6,21.4,93.0,25.22,14.24,12.73,25.97,22.0,39.0,12.33,33.0,69.83,2.6,32.0,67.0,0.0,41.0,27.4,26.0
1993-07-18,0.0,2.0,0.0,5.0,10.0,17.6,2.0,2.0,14.27,2.0,0.0,0.0,0.0,0.0,5.6,2.4,18.8,5.0,24.38,15.22,8.84,18.53,15.0,5.0,9.83,5.0,23.33,0.0,1.8,64.3,0.0,5.0,5.0,0.0
1993-07-19,0.0,2.0,14.0,7.0,5.0,21.85,0.5,0.5,6.09,5.0,0.0,0.0,0.0,0.0,0.6,3.2,0.0,7.0,26.18,17.3,23.26,9.01,0.0,15.0,4.77,13.0,8.83,0.0,8.4,37.0,15.0,8.0,14.2,0.0
1993-07-20,1.0,0.0,0.0,1.0,0.0,21.56,0.0,0.0,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.61,21.64,22.23,16.3,0.0,0.0,7.27,3.0,14.0,0.0,7.3,46.2,10.0,6.0,6.4,0.0
1993-07-21,33.0,12.0,7.4,36.0,69.0,18.97,35.0,35.0,28.73,8.0,7.2,5.4,5.4,20.0,25.5,8.2,49.8,5.0,27.63,22.34,24.99,20.74,30.0,35.0,5.2,43.0,18.33,0.0,36.2,52.8,8.6,28.0,36.2,8.3
1993-07-22,1.2,1.0,11.4,2.0,10.0,16.81,7.0,7.0,12.91,0.0,6.6,0.0,0.0,15.0,2.8,15.8,7.8,20.0,25.64,19.92,16.94,17.7,22.0,18.0,5.92,14.0,10.0,0.0,10.8,41.9,20.2,23.0,8.4,3.0
1993-07-23,7.0,4.0,4.3,20.0,0.0,18.05,0.5,0.5,24.36,0.0,14.0,10.8,10.8,20.0,1.8,3.4,0.0,8.0,25.23,25.89,25.05,13.06,3.0,13.0,8.28,9.0,4.5,5.2,11.6,46.5,18.4,11.0,8.0,6.0
1993-07-24,15.6,0.0,24.6,3.0,11.0,23.95,0.5,0.5,26.91,24.6,1.2,0.0,0.0,0.0,1.8,10.4,25.4,38.0,37.02,51.78,49.46,14.61,9.0,26.0,9.0,20.0,12.67,0.0,14.0,39.1,19.6,13.0,12.0,0.0
1993-07-25,29.0,40.0,12.3,27.0,20.0,26.36,30.0,30.0,23.27,8.0,21.8,19.6,19.6,50.0,28.2,65.8,51.4,86.0,19.94,28.78,26.3,31.71,50.0,52.0,9.78,43.0,15.5,2.4,24.8,35.4,12.5,38.0,32.0,9.5
1993-07-26,18.0,30.0,38.1,20.0,46.0,24.32,25.0,25.0,33.64,8.0,20.0,8.8,8.8,40.0,38.8,81.2,48.2,58.0,15.23,38.79,28.23,16.11,32.0,41.0,8.67,40.0,22.83,5.8,34.2,31.2,20.4,50.0,33.4,13.4
1993-07-27,2.2,41.0,34.0,20.0,15.0,42.75,14.5,14.5,35.27,26.0,15.8,36.2,36.2,60.0,15.1,26.4,20.2,22.0,25.6,25.1,34.45,22.91,40.0,55.0,6.87,53.0,26.5,9.0,46.0,18.1,25.0,67.0,52.0,23.0
1993-07-28,3.0,17.0,2.0,9.0,0.0,33.76,39.0,39.0,14.27,22.0,17.8,14.0,14.0,55.0,13.4,1.8,3.0,8.0,15.03,23.24,34.24,13.59,2.0,24.0,12.96,34.0,45.5,24.0,28.6,11.4,20.2,28.0,42.2,26.0
1993-07-29,50.0,54.0,39.0,50.0,5.0,19.71,27.5,27.5,27.0,33.0,31.0,90.6,90.6,85.0,24.6,8.6,4.2,5.0,13.08,33.56,26.33,13.33,4.0,29.0,7.25,32.0,35.0,24.4,22.4,13.3,10.0,25.0,5.0,42.0
1993-07-30,15.4,8.0,36.3,16.0,2.0,27.8,10.0,10.0,20.0,32.0,22.2,26.0,26.0,50.0,10.7,3.4,0.0,4.0,10.93,18.38,25.34,7.39,15.0,47.0,10.06,51.0,39.83,4.4,59.6,21.4,15.0,44.0,40.4,13.0
1993-07-31,4.0,10.0,49.0,5.0,2.0,34.9,4.0,4.0,15.09,9.0,6.0,11.6,11.6,40.0,4.1,18.6,9.8,10.0,13.28,20.38,9.93,14.71,7.0,87.0,5.68,89.0,36.33,4.0,64.6,22.9,12.0,75.0,65.2,8.2
1993-08-01,37.0,25.0,63.0,40.0,5.0,20.23,15.0,15.0,13.7,21.0,24.4,11.2,11.2,90.0,4.8,5.4,15.8,16.0,17.29,18.98,13.47,22.6,21.0,116.0,6.58,105.0,27.0,1.8,88.8,18.3,15.0,98.0,64.0,3.0
1993-08-02,35.4,28.0,32.0,44.0,15.0,26.8,8.5,8.5,25.2,33.0,11.0,37.6,37.6,100.0,7.3,54.6,8.4,42.0,26.86,14.34,22.59,15.8,15.0,81.0,5.81,83.0,44.38,35.0,60.0,26.7,10.0,72.0,47.0,50.0
1993-08-03,30.6,32.0,22.3,32.0,5.0,15.09,28.0,28.0,21.4,25.0,31.8,37.5,37.5,120.0,35.5,4.2,4.2,0.0,16.86,19.73,17.29,20.0,8.0,21.0,5.08,79.0,20.75,9.0,43.0,40.4,25.0,54.0,29.0,3.7
1993-08-04,22.0,28.0,40.0,20.0,2.0,14.34,19.0,19.0,6.3,9.0,33.0,8.4,8.4,50.0,44.6,35.6,6.8,58.0,12.71,8.71,22.5,8.2,20.0,66.0,8.29,73.0,17.38,4.2,60.2,22.8,15.0,64.0,34.0,19.0
1993-08-05,17.0,11.0,4.0,15.0,6.0,11.39,4.0,4.0,9.4,7.0,0.0,12.2,12.2,30.0,3.9,15.2,0.0,8.0,11.43,8.23,11.4,8.22,3.0,31.0,4.42,27.0,22.0,2.2,18.2,19.47,24.0,28.0,14.0,7.0
1993-08-06,0.0,0.0,0.0,0.0,0.0,13.39,0.5,0.5,16.5,0.0,0.0,0.0,0.0,0.0,3.8,1.4,2.2,0.0,10.29,18.51,30.99,10.0,0.0,10.0,2.43,10.0,15.38,0.0,6.0,32.9,0.0,9.0,4.0,5.0
1993-08-07,0.0,0.0,0.0,0.0,0.0,12.06,0.0,0.0,16.2,0.0,0.4,0.0,0.0,0.0,0.0,4.2,0.0,0.0,11.86,22.01,28.7,19.04,0.0,23.0,4.63,31.0,16.88,0.0,41.0,38.5,10.2,18.0,18.0,0.0
1993-08-08,0.0,4.0,0.0,0.0,0.0,23.14,1.0,1.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.29,23.01,34.81,31.02,8.2,4.0,2.81,5.0,11.12,0.0,0.0,35.6,0.0,4.0,1.0,0.0
1993-08-09,15.0,0.0,0.0,13.0,0.0,8.1,0.5,0.5,15.9,4.0,1.0,8.6,8.6,0.0,0.6,0.0,0.0,6.0,4.57,11.24,15.56,13.6,0.6,13.0,3.3,10.0,16.0,0.0,16.1,39.0,0.0,4.0,3.0,9.0
1993-08-10,0.4,4.0,7.2,1.0,1.0,17.51,0.0,0.0,15.3,0.0,1.2,0.8,0.8,0.0,0.4,0.0,0.0,0.0,17.0,19.17,24.39,27.02,4.0,7.0,4.73,0.0,43.0,0.0,5.2,42.2,9.1,0.0,2.0,1.1
1993-08-11,62.6,65.0,37.0,60.0,3.0,16.77,36.0,36.0,20.3,25.0,58.4,53.2,53.2,6.0,69.5,5.6,1.8,13.0,25.57,28.49,39.29,17.84,15.0,25.0,5.44,16.0,26.38,0.0,17.0,47.5,4.1,16.0,18.0,9.0
1993-08-12,9.0,12.0,14.2,10.0,5.0,18.7,6.0,6.0,17.3,7.0,4.2,5.2,5.2,20.0,8.7,11.8,4.6,25.1,20.29,24.29,19.09,30.6,3.2,19.0,5.09,23.0,16.62,0.0,36.0,42.6,3.0,29.0,21.0,4.0
1993-08-13,3.5,0.0,4.3,3.0,7.0,16.26,9.0,9.0,20.5,0.0,4.2,0.0,0.0,0.0,6.1,12.8,6.4,12.0,19.43,14.59,13.74,14.8,14.0,4.0,3.99,5.0,16.48,0.0,4.8,34.6,8.0,4.0,4.6,1.0
1993-08-14,16.5,30.0,22.0,7.0,7.0,14.39,7.0,7.0,18.1,5.0,5.6,1.8,1.8,40.0,8.9,2.4,2.8,20.0,9.71,14.89,14.69,8.24,5.0,29.0,3.22,33.0,16.38,0.0,26.2,15.9,8.8,28.0,32.0,3.0
1993-08-15,24.0,15.0,7.0,26.0,17.0,16.3,13.0,13.0,18.5,3.0,25.4,23.2,23.2,50.0,18.6,6.8,8.2,33.0,9.86,16.48,13.39,18.8,14.0,52.0,2.42,48.0,15.0,3.1,36.6,35.8,5.8,19.0,21.0,14.3
1993-08-16,0.9,0.5,0.9,1.0,0.9,23.66,16.0,1.6,17.43,0.4,0.6,0.2,2.8,0.0,9.7,1.9,1.4,0.9,21.86,25.91,9.39,8.4,0.8,39.0,4.36,27.0,20.5,0.0,28.0,32.2,3.8,37.0,25.0,1.0
1993-08-17,6.4,2.0,11.2,5.0,3.0,17.29,6.5,6.5,19.7,3.0,14.2,16.6,16.6,30.0,18.0,6.2,4.2,7.0,16.0,22.34,32.34,33.4,14.0,55.0,2.31,43.0,9.88,1.0,26.0,46.3,4.2,36.0,24.0,14.0
1993-08-18,1.0,6.0,10.0,2.0,0.0,15.07,11.0,11.0,22.8,5.0,7.0,4.2,4.2,0.0,2.3,2.2,0.8,0.0,16.57,15.19,16.49,17.62,0.0,62.0,2.93,56.0,12.5,1.0,43.2,40.7,1.8,41.0,29.0,1.0
1993-08-19,21.0,0.0,0.0,9.0,0.0,15.19,1.0,1.0,31.7,0.0,3.0,1.8,1.8,0.0,0.0,2.6,2.4,4.0,16.0,16.43,12.89,18.0,0.0,1.0,4.56,2.0,12.0,1.0,6.7,45.7,0.0,2.0,1.0,0.0
1993-08-20,0.0,0.0,2.0,11.0,0.0,24.73,0.5,0.5,31.4,2.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,5.0,20.57,29.33,38.37,20.24,0.0,4.0,3.83,3.0,2.38,1.0,4.3,39.7,0.0,2.0,0.0,0.0
1993-08-21,0.0,0.0,4.2,1.0,0.0,12.13,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,1.8,8.0,15.43,17.94,9.59,16.72,6.0,4.0,5.07,4.0,2.75,1.0,1.6,12.4,0.0,5.0,3.0,0.0
1993-08-22,0.0,13.0,0.0,1.0,0.0,8.04,1.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.29,13.1,5.47,18.0,0.0,0.0,2.12,0.0,8.25,1.0,1.0,19.7,0.0,0.0,0.0,0.0
1993-08-23,4.0,10.0,14.0,3.0,1.0,12.69,3.0,3.0,13.4,7.0,7.8,16.4,16.4,50.0,15.2,4.2,3.2,7.0,10.14,11.08,15.06,11.4,25.0,0.0,0.96,0.0,1.12,1.0,2.0,18.8,0.0,0.0,1.4,0.0
1993-08-24,6.2,0.0,5.0,6.0,0.0,10.1,0.0,1.0,4.3,1.0,2.4,0.0,0.0,0.0,3.2,4.4,0.0,0.0,16.14,9.62,7.5,14.8,7.0,6.0,2.61,9.0,2.5,1.0,8.0,8.7,0.0,6.0,7.0,2.0
1993-08-25,0.0,7.0,2.0,1.0,0.0,6.01,4.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.2,14.8,8.4,25.0,14.14,6.66,5.09,5.24,19.4,3.0,1.78,3.0,3.38,1.0,7.0,20.4,0.0,5.0,4.2,0.0
1993-08-26,2.6,12.0,12.3,1.0,3.0,6.77,5.0,4.0,6.82,0.0,6.6,8.8,8.8,0.0,6.1,0.0,0.0,0.0,8.86,7.32,10.86,3.64,5.2,26.0,2.31,19.0,3.5,1.0,11.0,15.3,1.9,19.0,6.0,0.0
1993-08-27,3.5,3.0,2.3,3.0,6.0,17.76,0.0,5.0,6.2,2.0,2.0,8.6,0.0,25.0,0.3,2.4,3.6,0.0,14.14,15.94,15.51,0.6,2.0,5.0,2.49,6.0,4.75,1.0,5.0,24.5,2.0,11.0,4.0,4.4
1993-08-28,0.0,0.0,3.0,0.0,0.0,13.89,1.0,0.0,2.8,34.0,0.0,3.8,18.6,0.0,0.0,0.0,0.0,0.0,10.57,9.83,24.54,0.0,0.0,0.0,3.68,0.0,7.25,1.0,0.0,15.1,0.6,0.0,0.0,0.0
1993-08-29,0.0,0.0,0.0,0.0,0.0,8.07,23.0,1.0,6.8,40.0,0.0,0.0,1.0,30.0,0.0,0.0,8.4,0.0,11.14,12.22,11.37,2.22,0.0,30.0,6.88,16.0,14.12,1.0,8.0,17.6,2.0,18.0,4.2,0.0
1993-08-30,35.4,65.0,1.1,30.0,4.0,4.33,0.0,23.0,6.1,19.0,27.6,18.6,1.0,80.0,17.6,23.8,29.2,8.0,8.14,17.14,9.37,7.8,5.0,69.0,3.24,56.0,26.12,1.0,57.8,14.0,15.5,60.0,60.0,21.0
1993-08-31,0.0,0.0,0.0,0.0,0.0,7.27,1.0,0.0,6.5,4.0,0.0,21.0,1.0,20.0,28.6,6.2,10.8,5.0,5.0,8.68,10.49,10.0,5.3,14.0,3.81,16.0,24.25,1.0,6.0,15.3,0.0,15.0,3.2,0.0
1993-09-01,0.0,0.0,6.4,1.0,8.0,0.64,2.0,2.0,0.91,5.0,0.0,10.2,10.2,0.0,0.0,0.0,8.4,10.0,7.0,5.23,5.22,4.6,2.0,95.0,4.4,86.0,17.12,0.0,60.0,15.88,8.8,71.0,68.0,9.6
1993-09-02,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,7.35,6.02,5.0,14.0,5.53,18.0,9.25,0.0,7.0,43.88,3.0,32.0,2.0,0.0
1993-09-03,0.0,0.0,0.0,1.0,0.0,2.49,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.0,7.12,2.4,0.0,4.0,4.94,2.0,10.5,0.0,0.0,18.62,0.0,2.0,0.0,0.0
1993-09-04,0.0,0.0,2.4,0.0,0.0,4.01,0.0,0.0,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.19,5.27,5.0,0.0,12.0,2.19,4.0,7.62,0.0,0.0,6.38,0.0,5.0,0.0,0.0
1993-09-05,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,6.09,0.0,0.0,0.0,0.0,15.0,0.8,0.0,0.0,0.0,4.83,5.99,5.7,5.8,0.0,14.0,5.78,15.0,15.0,0.0,6.8,9.0,0.0,16.0,4.6,0.0
1993-09-06,18.4,15.0,3.3,16.0,5.0,4.71,4.0,4.0,0.64,5.0,4.0,1.4,1.4,10.0,0.0,0.0,0.0,0.0,5.0,3.65,1.71,5.6,6.0,10.0,6.25,8.0,10.62,0.0,13.4,7.88,0.0,7.0,7.2,0.0
1993-09-07,0.0,0.0,0.0,0.0,0.0,2.03,17.0,17.0,2.0,0.0,6.6,0.0,0.0,0.0,9.8,2.2,0.0,0.0,3.17,5.76,7.05,6.0,0.0,9.0,1.55,1.0,15.38,0.0,2.0,23.25,0.0,2.0,1.0,5.0
1993-09-08,0.6,5.0,2.1,1.0,4.0,2.1,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,5.7,6.2,0.0,0.0,0.0,5.5,6.35,0.0,0.0,9.0,2.58,3.0,12.25,0.0,9.0,13.38,0.0,4.0,9.0,0.0
1993-09-09,0.8,0.0,0.0,2.0,0.0,3.16,0.0,0.0,2.91,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.33,4.31,1.31,2.0,0.0,7.0,4.75,1.0,20.62,0.0,14.0,22.12,0.0,6.0,2.4,0.0
1993-09-10,0.0,0.0,0.0,1.0,0.0,11.71,0.0,0.0,7.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.17,12.45,9.55,4.6,0.0,0.0,3.42,0.0,13.88,0.0,0.0,15.75,0.0,0.0,0.0,0.0
1993-09-11,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.17,7.55,6.83,2.0,4.0,1.0,6.96,0.0,33.25,0.0,0.0,16.12,0.0,0.0,0.0,0.0
1993-09-12,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,15.0,6.17,2.19,3.04,0.0,0.0,0.0,3.19,0.0,22.25,0.0,0.0,33.5,0.0,0.0,0.0,0.0
1993-09-13,0.0,0.0,0.0,1.0,0.0,14.51,8.5,8.5,2.36,0.0,15.8,0.0,0.0,20.0,2.2,0.0,10.4,7.0,4.5,1.01,1.61,16.8,0.0,0.0,1.15,0.0,10.75,0.0,11.0,19.75,0.0,7.0,1.0,8.0
1993-09-14,0.0,0.0,0.0,0.0,0.0,0.29,2.5,2.5,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,2.05,4.45,0.0,0.0,0.0,1.74,1.0,8.25,0.0,0.0,16.5,0.0,2.0,0.0,0.0
1993-09-15,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,11.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,9.5,10.53,0.0,0.0,0.0,0.83,0.0,8.25,0.0,0.0,8.62,0.0,2.0,0.0,0.0
1993-09-16,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,21.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.83,7.08,6.68,5.6,0.0,0.0,10.38,0.0,18.12,0.0,0.0,18.75,0.0,0.0,0.0,0.0
1993-09-17,0.0,0.0,0.0,0.0,0.0,17.39,0.0,0.0,14.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17,11.47,12.05,10.6,0.0,5.0,3.44,9.0,6.5,0.0,0.0,13.62,0.0,0.0,1.0,0.0
1993-09-18,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.17,5.53,10.73,8.0,0.0,15.0,9.71,26.0,10.62,0.0,5.0,20.12,0.0,20.0,6.0,0.0
1993-09-19,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,9.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33,7.53,6.78,19.0,0.0,0.0,7.12,21.0,21.12,0.0,0.0,32.5,0.0,18.0,8.0,0.0
1993-09-20,0.0,0.0,0.0,0.0,0.0,9.23,0.0,0.0,7.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.67,11.57,5.35,3.6,0.0,0.0,4.09,0.0,13.38,0.0,0.0,25.88,0.0,0.0,0.0,0.0
1993-09-21,0.0,0.0,0.0,0.0,0.0,3.27,1.0,1.0,13.82,0.0,1.8,0.0,0.0,0.0,0.3,0.0,5.2,8.0,16.33,9.05,7.05,6.0,0.0,0.0,3.33,0.0,16.75,0.0,1.2,32.38,0.0,0.0,0.0,0.0
1993-09-22,0.0,0.0,0.0,0.0,2.0,5.8,0.0,0.0,12.91,0.0,0.0,0.0,0.0,0.0,0.0,13.4,19.2,15.0,11.83,8.11,9.85,23.2,5.0,4.0,3.17,3.0,8.88,0.0,2.6,22.0,0.0,4.0,0.0,0.0
1993-09-23,0.0,0.0,0.0,0.0,1.0,7.71,0.0,0.0,9.02,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.4,0.0,26.67,8.59,11.88,6.8,7.0,0.0,4.08,0.0,9.5,0.0,0.0,28.0,0.0,0.0,0.0,0.0
1993-09-24,9.6,15.0,0.0,11.0,12.0,5.01,0.0,0.0,6.18,4.0,0.2,0.0,0.0,0.0,2.7,5.6,9.0,13.0,15.83,3.16,3.04,0.0,3.0,5.0,6.86,7.0,17.75,0.0,4.0,28.38,0.0,6.0,2.0,0.0
